ID;Mag (I);Mag (V);Period;Uncertainty Period;A.Mag (V);A.Mag (I);Dis. Mod. W;Distance 1;Distance2;Distance 3;Distance 1 +;Distance 1 -;Distance 2 +;Distance 2 -;Distance 3 +;Distance 3 -
OGLE-LMC-CEP-2264;15,24;16,08;3,880888;0,000003;-2,55;-3,34;18,56;53.148,28;51.898,67;53.068,73;53.148,30;53.148,25;51.898,70;51.898,65;51.623,04;51.622,97
OGLE-LMC-CEP-2267;15,24;15,96;3,307002;0,000002;-2,36;-3,13;18,50;46.065,73;47.173,12;45.872,03;46.065,74;46.065,72;47.173,13;47.173,11;50.181,58;50.181,55
OGLE-LMC-CEP-2420;15,24;15,90;3,303052;0,000005;-2,36;-3,13;18,47;44.926,32;47.139,50;56.830,67;44.926,36;44.926,28;47.139,54;47.139,45;49.485,98;49.485,87
OGLE-LMC-CEP-1397;15,24;15,99;3,446894;0,000002;-2,41;-3,18;18,50;47.795,44;48.375,95;49.911,34;47.795,46;47.795,43;48.375,96;48.375,93;50.150,11;50.150,08
OGLE-LMC-CEP-1439;15,24;15,93;3,088313;0,000002;-2,28;-3,04;18,51;43.823,92;45.307,26;47.070,50;43.823,93;43.823,91;45.307,27;45.307,24;50.270,39;50.270,36
OGLE-LMC-CEP-0731;15,24;15,95;3,405269;0,000006;-2,39;-3,17;18,49;46.662,59;48.048,68;50.551,39;46.662,63;46.662,55;48.048,73;48.048,64;49.898,52;49.898,47
OGLE-LMC-CEP-2391;15,24;15,95;3,428555;0,000011;-2,40;-3,18;18,43;46.832,72;48.266,67;55.250,71;46.832,79;46.832,64;48.266,76;48.266,57;48.506,31;48.506,10
OGLE-LMC-CEP-2742;15,24;16,16;3,845661;0,000003;-2,54;-3,32;18,57;54.799,24;51.688,47;49.636,03;54.799,26;54.799,22;51.688,50;51.688,45;51.812,92;51.812,84
OGLE-LMC-CEP-3280;15,24;15,95;3,312968;0,000006;-2,36;-3,13;18,53;45.898,24;47.289,16;51.397,59;45.898,29;45.898,19;47.289,22;47.289,11;50.754,00;50.753,73
OGLE-LMC-CEP-0896;15,24;15,89;3,438383;0,000006;-2,41;-3,18;18,54;45.668,12;48.371,43;49.997,21;45.668,16;45.668,08;48.371,48;48.371,38;50.961,41;50.961,32
OGLE-LMC-CEP-2939;15,24;16,18;4,370518;0,000018;-2,68;-3,49;18,48;59.380,60;55.813,84;49.961,19;59.380,73;59.380,47;55.813,98;55.813,71;49.630,55;49.630,11
OGLE-LMC-CEP-0681;15,25;16,04;3,811871;0,000005;-2,53;-3,31;18,71;51.609,28;51.511,84;48.149,58;51.609,31;51.609,25;51.511,88;51.511,80;55.115,49;55.115,44
OGLE-LMC-CEP-2115;15,25;16,08;3,879139;0,000019;-2,55;-3,34;18,47;53.013,28;52.052,25;53.803,51;53.013,42;53.013,14;52.052,40;52.052,09;49.390,62;49.390,20
OGLE-LMC-CEP-2202;15,25;16,03;3,496283;0,000002;-2,43;-3,20;18,48;48.987,57;48.923,29;51.484,22;48.987,59;48.987,56;48.923,31;48.923,28;49.725,65;49.725,62
OGLE-LMC-CEP-0736;15,25;15,99;3,540346;0,000008;-2,44;-3,22;18,46;48.505,44;49.335,63;51.372,84;48.505,49;48.505,38;49.335,69;49.335,57;49.112,26;49.112,19
OGLE-LMC-CEP-1136;15,25;15,95;3,043830;0,000004;-2,26;-3,02;18,53;43.948,75;45.082,57;52.260,88;43.948,78;43.948,72;45.082,60;45.082,54;50.714,83;50.714,78
OGLE-LMC-CEP-1469;15,25;16,01;3,569667;0,000002;-2,45;-3,23;18,44;49.215,65;49.578,99;49.142,32;49.215,67;49.215,63;49.579,01;49.578,98;48.697,98;48.697,94
OGLE-LMC-CEP-0440;15,25;16,00;3,568297;0,000005;-2,45;-3,23;18,40;48.934,39;49.659,03;51.577,93;48.934,43;48.934,35;49.659,07;49.658,98;47.861,20;47.861,14
OGLE-LMC-CEP-2519;15,25;16,09;3,882611;0,000003;-2,55;-3,34;18,65;53.332,53;52.224,14;51.671,07;53.332,55;53.332,50;52.224,16;52.224,12;53.673,41;53.673,34
OGLE-LMC-CEP-0632;15,25;16,01;3,719270;0,000013;-2,50;-3,28;18,53;50.283,38;50.925,47;48.591,51;50.283,47;50.283,28;50.925,58;50.925,37;50.887,90;50.887,74
OGLE-LMC-CEP-0899;15,25;16,01;3,510147;0,000002;-2,43;-3,21;17,81;48.775,72;49.197,28;49.775,82;48.775,74;48.775,70;49.197,29;49.197,26;36.430,58;36.430,55
OGLE-LMC-CEP-2445;15,25;16,05;3,555175;0,000002;-2,44;-3,22;18,53;50.021,85;49.572,82;51.090,11;50.021,87;50.021,83;49.572,84;49.572,80;50.911,28;50.911,23
OGLE-LMC-CEP-0611;15,26;15,90;3,140288;0,000004;-2,30;-3,06;18,72;43.609,56;46.056,61;50.491,65;43.609,58;43.609,53;46.056,64;46.056,58;55.383,06;55.383,02
OGLE-LMC-CEP-2537;15,26;16,01;3,618591;0,000003;-2,47;-3,25;18,45;49.620,38;50.121,57;49.998,41;49.620,40;49.620,36;50.121,60;50.121,54;49.011,09;49.011,02
OGLE-LMC-CEP-2595;15,26;16,02;3,340870;0,000012;-2,37;-3,14;18,56;47.614,69;47.789,73;50.318,00;47.614,78;47.614,60;47.789,83;47.789,63;51.631,57;51.631,30
OGLE-LMC-CEP-0568;15,26;15,86;3,075880;0,000003;-2,28;-3,03;18,31;42.381,44;45.511,65;50.664,47;42.381,46;42.381,41;45.511,67;45.511,62;45.833,62;45.833,59
OGLE-LMC-CEP-0974;15,26;15,91;3,193414;0,000005;-2,32;-3,08;18,49;44.205,09;46.541,32;52.103,77;44.205,13;44.205,06;46.541,36;46.541,28;49.897,41;49.897,34
OGLE-LMC-CEP-1047;15,26;15,99;3,591119;0,000006;-2,46;-3,24;18,49;48.830,67;49.917,19;48.814,66;48.830,72;48.830,63;49.917,24;49.917,14;49.947,62;49.947,52
OGLE-LMC-CEP-2498;15,26;16,05;3,646260;0,000002;-2,47;-3,25;18,59;50.585,57;50.373,06;49.827,31;50.585,59;50.585,55;50.373,08;50.373,04;52.264,01;52.263,95
OGLE-LMC-CEP-2270;15,26;15,96;3,226110;0,000007;-2,33;-3,10;18,46;45.565,35;46.846,59;51.369,08;45.565,40;45.565,29;46.846,65;46.846,53;49.251,71;49.251,54
OGLE-LMC-CEP-3078;15,26;16,12;3,639893;0,000007;-2,47;-3,25;18,61;52.218,13;50.343,74;49.651,97;52.218,18;52.218,08;50.343,79;50.343,68;52.663,34;52.663,14
OGLE-LMC-CEP-1156;15,26;16,14;4,509911;0,000010;-2,72;-3,53;18,39;59.091,59;57.236,97;48.176,82;59.091,67;59.091,52;57.237,05;57.236,89;47.690,49;47.690,33
OGLE-LMC-CEP-2309;15,26;16,00;3,343827;0,000002;-2,37;-3,14;18,57;47.243,95;47.881,07;48.872,78;47.243,96;47.243,94;47.881,09;47.881,06;51.724,19;51.724,15
OGLE-LMC-CEP-1209;15,26;15,99;3,506041;0,000010;-2,43;-3,20;18,56;48.342,85;49.276,27;49.251,01;48.342,93;48.342,78;49.276,35;49.276,18;51.446,96;51.446,79
OGLE-LMC-CEP-2300;15,26;15,88;2,942559;0,000001;-2,23;-2,98;18,52;41.792,59;44.405,98;50.127,38;41.792,60;41.792,58;44.405,99;44.405,97;50.568,98;50.568,95
OGLE-LMC-CEP-1528;15,26;16,04;3,790572;0,000003;-2,52;-3,31;18,60;51.384,05;51.695,80;52.155,94;51.384,07;51.384,03;51.695,82;51.695,78;52.542,89;52.542,84
OGLE-LMC-CEP-2576;15,26;15,93;3,194585;0,000004;-2,32;-3,08;18,45;44.766,93;46.701,80;50.723,83;44.766,95;44.766,90;46.701,83;46.701,77;48.928,12;48.928,04
OGLE-LMC-CEP-3085;15,26;16,28;4,421955;0,000010;-2,70;-3,50;18,48;62.310,05;56.724,87;49.604,92;62.310,12;62.309,97;56.724,95;56.724,79;49.694,58;49.694,27
OGLE-LMC-CEP-3228;15,26;16,42;4,788355;0,000027;-2,79;-3,61;18,88;69.601,64;59.483,86;50.368,90;69.601,85;69.601,44;59.484,06;59.483,66;59.815,25;59.814,77
OGLE-LMC-CEP-1401;15,27;15,98;3,242158;0,000002;-2,34;-3,10;18,43;46.130,21;47.158,90;49.593,67;46.130,22;46.130,20;47.158,91;47.158,88;48.490,12;48.490,09
OGLE-LMC-CEP-1891;15,27;16,00;3,364965;0,000004;-2,38;-3,15;18,47;47.359,55;48.216,60;51.954,06;47.359,59;47.359,52;48.216,64;48.216,56;49.458,46;49.458,36
OGLE-LMC-CEP-3262;15,27;16,02;3,007548;0,000004;-2,25;-3,01;18,62;45.182,00;45.092,22;47.172,63;45.182,04;45.181,97;45.092,25;45.092,18;52.852,04;52.851,85
OGLE-LMC-CEP-1387;15,27;16,03;3,539934;0,000003;-2,44;-3,22;18,59;49.381,40;49.719,93;33.382,60;49.381,42;49.381,38;49.719,96;49.719,91;52.235,20;52.235,15
OGLE-LMC-CEP-1998;15,27;15,93;3,086382;0,000002;-2,28;-3,04;18,62;43.930,50;45.835,89;50.527,23;43.930,51;43.930,48;45.835,90;45.835,88;52.862,08;52.862,05
OGLE-LMC-CEP-0064;15,27;15,98;3,229200;0,000004;-2,33;-3,10;18,56;46.052,87;47.111,40;50.847,90;46.052,90;46.052,83;47.111,44;47.111,36;51.583,72;51.583,70
OGLE-LMC-CEP-1820;15,27;16,01;3,365063;0,000006;-2,38;-3,15;18,49;47.732,52;48.284,10;49.362,09;47.732,57;47.732,48;48.284,16;48.284,05;49.969,72;49.969,59
OGLE-LMC-CEP-2268;15,27;15,99;3,105463;0,000010;-2,29;-3,05;18,66;45.289,29;46.025,93;50.832,42;45.289,37;45.289,21;46.026,02;46.025,84;53.890,89;53.890,74
OGLE-LMC-CEP-2395;15,27;15,95;3,310933;0,000002;-2,36;-3,13;18,47;46.031,33;47.841,23;48.013,48;46.031,34;46.031,31;47.841,25;47.841,22;49.339,06;49.339,03
OGLE-LMC-CEP-0291;15,27;16,05;3,762122;0,000007;-2,51;-3,30;18,46;51.508,76;51.653,91;50.007,17;51.508,81;51.508,72;51.653,97;51.653,86;49.177,28;49.177,23
OGLE-LMC-CEP-2038;15,27;16,07;3,596134;0,000009;-2,46;-3,24;18,39;50.841,27;50.281,90;48.985,78;50.841,34;50.841,20;50.281,98;50.281,82;47.632,34;47.632,18
OGLE-LMC-CEP-0815;15,27;16,04;3,449342;0,000008;-2,41;-3,18;18,55;48.972,38;49.069,71;49.350,78;48.972,44;48.972,32;49.069,78;49.069,64;51.377,24;51.377,14
OGLE-LMC-CEP-1035;15,27;15,91;2,957635;0,000004;-2,23;-2,98;18,56;42.548,51;44.767,77;50.305,63;42.548,54;42.548,48;44.767,81;44.767,74;51.563,94;51.563,87
OGLE-LMC-CEP-0406;15,27;16,01;3,508383;0,000009;-2,43;-3,21;17,26;48.830,05;49.591,91;50.332,76;48.830,11;48.829,98;49.591,98;49.591,84;28.300,76;28.300,68
OGLE-LMC-CEP-1687;15,27;15,89;3,043666;0,000005;-2,26;-3,02;18,87;42.789,18;45.561,15;50.605,33;42.789,22;42.789,15;45.561,19;45.561,10;59.457,92;59.457,84
OGLE-LMC-CEP-2108;15,27;15,97;3,280122;0,000005;-2,35;-3,12;18,51;46.183,33;47.640,90;52.690,45;46.183,37;46.183,30;47.640,94;47.640,86;50.394,54;50.394,44
OGLE-LMC-CEP-0108;15,28;15,95;3,747605;0,000015;-2,51;-3,29;18,63;49.179,55;51.653,71;52.018,62;49.179,66;49.179,45;51.653,84;51.653,59;53.210,53;53.210,44
OGLE-LMC-CEP-2437;15,28;15,96;3,267558;0,000003;-2,35;-3,11;18,52;45.855,90;47.597,66;48.209,22;45.855,92;45.855,88;47.597,68;47.597,63;50.590,96;50.590,90
OGLE-LMC-CEP-1960;15,28;15,99;3,489633;0,000006;-2,42;-3,20;18,48;48.066,71;49.524,76;49.999,99;48.066,75;48.066,66;49.524,81;49.524,71;49.739,75;49.739,64
OGLE-LMC-CEP-0206;15,28;16,01;3,272808;0,000003;-2,35;-3,12;18,47;46.856,26;47.687,18;56.735,78;46.856,28;46.856,23;47.687,21;47.687,15;49.362,11;49.362,08
OGLE-LMC-CEP-0908;15,28;15,99;3,392624;0,000002;-2,39;-3,16;18,41;47.348,48;48.721,16;51.521,55;47.348,50;47.348,47;48.721,17;48.721,14;48.189,25;48.189,22
OGLE-LMC-CEP-1615;15,28;15,93;3,140432;0,000006;-2,30;-3,06;18,52;44.298,84;46.548,31;51.142,72;44.298,88;44.298,79;46.548,36;46.548,25;50.696,87;50.696,76
OGLE-LMC-CEP-1758;15,28;16,02;3,167151;0,000002;-2,31;-3,07;18,54;46.361,46;46.784,18;48.697,96;46.361,48;46.361,45;46.784,19;46.784,16;50.997,78;50.997,75
OGLE-LMC-CEP-2807;15,28;16,20;3,884144;0,000002;-2,55;-3,34;18,49;56.115,61;52.841,31;52.977,13;56.115,63;56.115,59;52.841,33;52.841,29;49.810,34;49.810,28
OGLE-LMC-CEP-0687;15,28;16,00;3,362197;0,000003;-2,38;-3,15;18,56;47.316,95;48.526,99;52.048,37;47.316,97;47.316,93;48.527,01;48.526,97;51.501,97;51.501,94
OGLE-LMC-CEP-3039;15,28;16,07;3,619804;0,000003;-2,47;-3,25;18,66;50.972,72;50.735,45;52.175,02;50.972,74;50.972,70;50.735,47;50.735,43;53.940,54;53.940,48
OGLE-LMC-CEP-0862;15,28;16,19;3,040875;0,000004;-2,26;-3,02;18,42;49.081,88;45.746,40;49.836,84;49.081,91;49.081,85;45.746,43;45.746,37;48.233,10;48.233,05
OGLE-LMC-CEP-1087;15,28;16,08;3,585722;0,000008;-2,45;-3,23;18,71;50.973,44;50.519,66;54.472,78;50.973,49;50.973,38;50.519,72;50.519,59;55.330,26;55.330,15
OGLE-LMC-CEP-2272;15,28;16,00;3,312196;0,000004;-2,36;-3,13;18,51;47.048,09;48.183,82;51.169,11;47.048,12;47.048,05;48.183,86;48.183,78;50.360,13;50.360,03
OGLE-LMC-CEP-2360;15,28;15,97;3,318071;0,000012;-2,36;-3,13;18,53;46.510,71;48.234,79;52.743,27;46.510,80;46.510,62;48.234,90;48.234,68;50.753,66;50.753,34
OGLE-LMC-CEP-2375;15,28;15,88;3,073516;0,000009;-2,28;-3,03;18,54;42.677,34;46.081,15;49.653,68;42.677,40;42.677,27;46.081,23;46.081,07;51.144,01;51.143,80
OGLE-LMC-CEP-1589;15,29;16,05;3,544849;0,000016;-2,44;-3,22;18,41;49.967,22;50.198,41;50.745,26;49.967,34;49.967,10;50.198,55;50.198,28;48.151,72;48.151,44
OGLE-LMC-CEP-2338;15,29;16,04;3,397265;0,000002;-2,39;-3,16;18,47;48.620,92;48.940,89;52.470,63;48.620,93;48.620,90;48.940,90;48.940,87;49.362,76;49.362,73
OGLE-LMC-CEP-1556;15,29;16,03;3,418833;0,000008;-2,40;-3,17;18,63;48.494,31;49.148,64;53.083,52;48.494,37;48.494,25;49.148,71;49.148,58;53.297,37;53.297,24
OGLE-LMC-CEP-0729;15,29;16,03;3,265264;0,000002;-2,35;-3,11;18,44;47.362,25;47.841,37;49.065,34;47.362,27;47.362,24;47.841,39;47.841,35;48.821,21;48.821,18
OGLE-LMC-CEP-1921;15,29;16,03;2,868094;0,000002;-2,20;-2,94;18,54;44.233,86;44.279,25;53.272,76;44.233,88;44.233,85;44.279,26;44.279,23;51.100,46;51.100,42
OGLE-LMC-CEP-1849;15,29;16,04;3,409662;0,000002;-2,40;-3,17;18,29;48.670,73;49.115,16;51.100,44;48.670,74;48.670,71;49.115,17;49.115,15;45.408,96;45.408,93
OGLE-LMC-CEP-0299;15,29;16,02;3,461324;0,000006;-2,41;-3,19;18,63;48.635,72;49.603,45;48.798,43;48.635,76;48.635,68;49.603,50;49.603,41;53.229,85;53.229,81
OGLE-LMC-CEP-1712;15,29;15,97;2,535902;0,000004;-2,05;-2,78;18,46;40.198,21;41.200,77;51.687,28;40.198,24;40.198,18;41.200,81;41.200,74;49.154,31;49.154,24
OGLE-LMC-CEP-2470;15,29;16,02;3,221109;0,000002;-2,33;-3,09;18,56;46.695,48;47.541,84;50.923,43;46.695,50;46.695,47;47.541,86;47.541,82;51.531,73;51.531,68
OGLE-LMC-CEP-2926;15,29;16,13;3,684387;0,000004;-2,49;-3,27;18,41;52.752,02;51.533,96;51.059,49;52.752,04;52.751,99;51.533,99;51.533,93;48.064,31;48.064,21
OGLE-LMC-CEP-2969;15,29;16,21;4,080749;0,000007;-2,60;-3,40;18,51;57.880,88;54.773,11;50.487,40;57.880,93;57.880,83;54.773,16;54.773,06;50.319,57;50.319,39
OGLE-LMC-CEP-0255;15,29;15,93;3,251631;0,000003;-2,34;-3,11;18,49;45.171,24;47.854,15;50.585,13;45.171,27;45.171,22;47.854,17;47.854,12;49.816,77;49.816,75
OGLE-LMC-CEP-0631;15,29;16,03;3,587648;0,000004;-2,46;-3,23;18,38;49.827,43;50.769,11;49.673,00;49.827,45;49.827,40;50.769,14;50.769,08;47.505,88;47.505,84
OGLE-LMC-CEP-1588;15,29;16,23;4,509738;0,000015;-2,72;-3,53;18,51;61.590,93;58.192,45;48.058,92;61.591,04;61.590,82;58.192,57;58.192,34;50.243,73;50.243,44
OGLE-LMC-CEP-2731;15,29;15,97;3,222937;0,000002;-2,33;-3,10;18,47;45.814,87;47.623,69;46.137,83;45.814,88;45.814,86;47.623,70;47.623,67;49.458,56;49.458,52
OGLE-LMC-CEP-0595;15,30;16,15;3,881048;0,000047;-2,55;-3,34;18,57;54.764,45;53.231,29;51.206,31;54.764,81;54.764,10;53.231,67;53.230,90;51.671,29;51.670,71
OGLE-LMC-CEP-1223;15,30;15,97;2,997338;0,000001;-2,25;-3,00;18,62;43.972,06;45.626,85;51.340,29;43.972,07;43.972,05;45.626,86;45.626,84;52.983,87;52.983,85
OGLE-LMC-CEP-1620;15,30;16,09;3,420168;0,000035;-2,40;-3,17;18,65;49.817,43;49.364,26;53.773,23;49.817,70;49.817,16;49.364,56;49.363,97;53.603,49;53.602,88
OGLE-LMC-CEP-2503;15,30;15,98;3,020014;0,000012;-2,26;-3,01;18,58;44.434,96;45.832,48;51.683,46;44.435,05;44.434,87;45.832,58;45.832,37;51.897,56;51.897,27
OGLE-LMC-CEP-3014;15,30;16,10;3,488948;0,000003;-2,42;-3,20;18,47;50.698,93;49.954,14;54.350,31;50.698,96;50.698,91;49.954,17;49.954,12;49.381,71;49.381,65
OGLE-LMC-CEP-1270;15,30;16,05;3,545103;0,000011;-2,44;-3,22;18,46;49.946,13;50.455,51;49.560,97;49.946,21;49.946,04;50.455,61;50.455,41;49.243,66;49.243,48
OGLE-LMC-CEP-2594;15,30;16,13;3,605011;0,000006;-2,46;-3,24;18,40;52.286,32;50.962,47;54.151,38;52.286,37;52.286,28;50.962,52;50.962,42;47.949,19;47.949,04
OGLE-LMC-CEP-0728;15,30;15,97;3,083669;0,000003;-2,28;-3,04;18,43;44.726,22;46.449,16;51.522,59;44.726,24;44.726,19;46.449,19;46.449,13;48.567,83;48.567,80
OGLE-LMC-CEP-1413;15,30;16,01;3,028262;0,000002;-2,26;-3,01;18,62;45.035,74;45.949,42;46.344,47;45.035,75;45.035,73;45.949,43;45.949,41;52.908,77;52.908,74
OGLE-LMC-CEP-2327;15,30;15,94;3,095934;0,000002;-2,28;-3,04;18,48;44.084,18;46.602,19;50.738,47;44.084,19;44.084,16;46.602,20;46.602,17;49.767,37;49.767,32
OGLE-LMC-CEP-2689;15,30;16,33;4,558193;0,000016;-2,73;-3,54;18,64;64.892,62;58.699,68;50.694,30;64.892,74;64.892,50;58.699,80;58.699,56;53.360,82;53.360,50
OGLE-LMC-CEP-3157;15,30;16,08;3,296786;0,000005;-2,36;-3,12;18,59;48.602,71;48.383,02;50.806,13;48.602,75;48.602,67;48.383,06;48.382,98;52.257,06;52.256,89
OGLE-LMC-CEP-3314;15,30;15,94;2,890695;0,000004;-2,20;-2,95;18,58;42.596,63;44.754,22;42.342,49;42.596,66;42.596,60;44.754,26;44.754,18;51.954,17;51.953,95
OGLE-LMC-CEP-0296;15,30;16,14;3,686763;0,000015;-2,49;-3,27;18,58;53.160,44;51.815,60;53.066,70;53.160,55;53.160,32;51.815,72;51.815,48;51.955,54;51.955,46
OGLE-LMC-CEP-1558;15,30;15,96;2,960472;0,000001;-2,23;-2,99;18,30;43.421,69;45.458,38;52.155,08;43.421,70;43.421,69;45.458,39;45.458,37;45.768,93;45.768,91
OGLE-LMC-CEP-2485;15,30;16,06;3,162837;0,000012;-2,31;-3,07;18,64;47.080,50;47.287,44;49.801,64;47.080,59;47.080,40;47.287,55;47.287,34;53.480,19;53.479,90
OGLE-LMC-CEP-1650;15,31;16,00;3,255864;0,000003;-2,34;-3,11;18,51;46.576,17;48.156,70;50.532,43;46.576,20;46.576,15;48.156,73;48.156,67;50.360,42;50.360,36
OGLE-LMC-CEP-3204;15,31;16,03;3,258057;0,000005;-2,34;-3,11;18,63;47.241,10;48.176,05;51.723,49;47.241,14;47.241,06;48.176,09;48.176,00;53.121,69;53.121,50
OGLE-LMC-CEP-2140;15,31;15,98;3,093649;0,000001;-2,28;-3,04;18,44;44.989,54;46.732,07;51.005,54;44.989,55;44.989,53;46.732,08;46.732,06;48.667,12;48.667,10
OGLE-LMC-CEP-2287;15,31;16,22;4,034788;0,000009;-2,59;-3,39;18,64;57.850,66;54.756,12;50.283,85;57.850,73;57.850,58;54.756,20;54.756,04;53.434,76;53.434,59
OGLE-LMC-CEP-2950;15,31;16,08;3,333948;0,000002;-2,37;-3,14;18,69;48.939,55;48.864,92;49.889,69;48.939,57;48.939,53;48.864,94;48.864,90;54.666,53;54.666,46
OGLE-LMC-CEP-3222;15,31;16,08;3,496087;0,000008;-2,43;-3,20;18,53;50.242,69;50.269,10;46.989,57;50.242,75;50.242,63;50.269,17;50.269,04;50.760,49;50.760,19
OGLE-LMC-CEP-2214;15,31;16,08;3,597059;0,000003;-2,46;-3,24;18,53;51.035,93;51.153,85;59.133,47;51.035,94;51.035,91;51.153,87;51.153,83;50.731,91;50.731,85
OGLE-LMC-CEP-3098;15,31;16,10;3,537332;0,000002;-2,44;-3,22;18,63;50.979,19;50.645,40;49.809,21;50.979,20;50.979,17;50.645,42;50.645,38;53.257,54;53.257,49
OGLE-LMC-CEP-2193;15,31;15,99;3,085995;0,000005;-2,28;-3,04;18,46;45.054,38;46.706,05;49.313,21;45.054,42;45.054,34;46.706,10;46.706,00;49.187,94;49.187,84
OGLE-LMC-CEP-2228;15,31;16,12;3,448261;0,000001;-2,41;-3,18;18,55;50.825,13;49.926,63;52.636,17;50.825,14;50.825,12;49.926,64;49.926,62;51.371,86;51.371,83
OGLE-LMC-CEP-2873;15,31;16,01;3,246619;0,000002;-2,34;-3,10;18,80;46.763,21;48.163,71;50.795,42;46.763,22;46.763,19;48.163,72;48.163,69;57.551,08;57.551,04
OGLE-LMC-CEP-2526;15,31;16,09;3,514354;0,000003;-2,43;-3,21;18,40;50.661,91;50.518,62;51.035,44;50.661,93;50.661,89;50.518,64;50.518,60;47.781,41;47.781,37
OGLE-LMC-CEP-1366;15,31;16,11;3,549795;0,000009;-2,44;-3,22;18,63;51.239,93;50.845,35;47.583,55;51.240,00;51.239,86;50.845,43;50.845,27;53.272,84;53.272,69
OGLE-LMC-CEP-1188;15,31;16,01;3,129093;0,000001;-2,30;-3,06;18,55;45.788,19;47.180,95;50.782,00;45.788,20;45.788,18;47.180,96;47.180,94;51.314,61;51.314,59
OGLE-LMC-CEP-2846;15,31;16,18;3,583727;0,000006;-2,45;-3,23;18,64;53.261,68;51.158,32;47.227,93;53.261,73;53.261,63;51.158,37;51.158,26;53.454,51;53.454,33
OGLE-LMC-CEP-3270;15,31;16,09;3,100856;0,000006;-2,29;-3,05;18,67;47.386,12;46.926,47;49.411,82;47.386,17;47.386,07;46.926,52;46.926,42;54.203,51;54.203,29
OGLE-LMC-CEP-1093;15,31;16,12;3,586910;0,000003;-2,46;-3,23;18,49;51.787,00;51.208,99;49.486,51;51.787,02;51.786,98;51.209,02;51.208,97;49.960,77;49.960,72
OGLE-LMC-CEP-0237;15,32;16,01;3,222653;0,000003;-2,33;-3,10;18,51;46.514,25;48.083,96;49.922,92;46.514,28;46.514,22;48.083,99;48.083,93;50.385,42;50.385,40
OGLE-LMC-CEP-1745;15,32;16,03;3,214335;0,000007;-2,33;-3,09;18,40;46.858,32;48.009,88;51.812,88;46.858,37;46.858,27;48.009,93;48.009,82;47.901,85;47.901,74
OGLE-LMC-CEP-3008;15,32;16,28;4,179028;0,000005;-2,63;-3,43;18,59;60.597,43;56.147,90;51.316,02;60.597,47;60.597,40;56.147,94;56.147,86;52.289,93;52.289,78
OGLE-LMC-CEP-0091;15,32;16,17;3,598966;0,000006;-2,46;-3,24;18,57;53.186,20;51.429,90;49.221,02;53.186,24;53.186,15;51.429,95;51.429,85;51.741,01;51.740,98
OGLE-LMC-CEP-0638;15,32;15,96;2,893246;0,000002;-2,21;-2,96;18,69;42.872,60;45.171,29;51.720,49;42.872,62;42.872,58;45.171,32;45.171,27;54.767,01;54.766,99
OGLE-LMC-CEP-2372;15,32;15,99;2,998830;0,000007;-2,25;-3,00;18,50;44.329,44;46.168,89;49.032,40;44.329,49;44.329,39;46.168,95;46.168,83;50.097,63;50.097,49
OGLE-LMC-CEP-0628;15,32;16,03;3,510448;0,000008;-2,43;-3,21;18,52;49.206,63;50.741,50;51.266,30;49.206,69;49.206,57;50.741,57;50.741,43;50.593,00;50.592,91
OGLE-LMC-CEP-3268;15,32;16,06;3,417898;0,000005;-2,40;-3,17;18,62;49.252,40;49.962,10;54.041,90;49.252,44;49.252,35;49.962,15;49.962,05;52.852,53;52.852,31
OGLE-LMC-CEP-0607;15,32;15,99;3,075837;0,000004;-2,28;-3,03;18,75;44.954,42;46.937,39;47.039,95;44.954,45;44.954,39;46.937,42;46.937,35;56.328,47;56.328,41
OGLE-LMC-CEP-1150;15,32;16,13;3,518752;0,000009;-2,43;-3,21;18,59;51.472,06;50.859,90;50.075,29;51.472,13;51.471,99;50.859,98;50.859,82;52.151,17;52.151,06
OGLE-LMC-CEP-1488;15,32;16,02;2,979693;0,000001;-2,24;-2,99;18,54;44.813,37;46.077,69;53.395,69;44.813,38;44.813,36;46.077,70;46.077,68;51.090,06;51.090,03
OGLE-LMC-CEP-2472;15,32;15,99;2,839646;0,000001;-2,18;-2,93;18,44;43.056,93;44.773,13;50.411,04;43.056,94;43.056,92;44.773,14;44.773,12;48.657,25;48.657,23
OGLE-LMC-CEP-0142;15,33;16,15;3,771991;0,000009;-2,51;-3,30;18,33;53.912,41;53.061,81;52.255,98;53.912,48;53.912,34;53.061,89;53.061,73;46.380,30;46.380,25
OGLE-LMC-CEP-0777;15,33;15,98;2,997948;0,000004;-2,25;-3,00;18,51;44.200,18;46.309,83;50.537,89;44.200,21;44.200,15;46.309,87;46.309,79;50.307,26;50.307,20
OGLE-LMC-CEP-0049;15,33;16,20;3,849140;0,000015;-2,54;-3,33;18,50;55.922,19;53.780,89;54.287,88;55.922,31;55.922,08;53.781,01;53.780,76;50.217,98;50.217,93
OGLE-LMC-CEP-0067;15,33;16,11;3,485431;0,000006;-2,42;-3,20;18,84;50.928,98;50.688,59;52.447,89;50.929,03;50.928,93;50.688,65;50.688,54;58.512,02;58.511,99
OGLE-LMC-CEP-0539;15,33;16,07;3,454957;0,000005;-2,41;-3,19;18,45;49.582,50;50.423,72;49.701,32;49.582,54;49.582,46;50.423,77;50.423,68;48.997,50;48.997,44
OGLE-LMC-CEP-0794;15,33;15,96;2,811779;0,000002;-2,17;-2,92;18,54;42.399,03;44.592,54;51.177,19;42.399,05;42.399,01;44.592,56;44.592,51;51.165,88;51.165,85
